code,next operator,reasons,استان,شهر,speed,churn,CSCalls,SalesCalls,namava,shoteltalk,casper,Android Security,VocNo,195No
41579100,,,,,512,1,3,22,0,0,1,0,0,0
41579050,,,,,16384,1,3,10,0,0,0,0,0,0
41579036,,,,,16384,1,6,9,0,0,0,0,0,0
41579028,,,,,8192,1,2,20,0,0,1,0,0,0
41578944,,,,,8192,1,3,15,0,0,0,0,0,0
41578943,,,,,8192,1,4,11,0,0,0,0,0,0
41578939,,,,,512,1,11,27,0,0,0,0,0,0
41578913,,,,,8192,1,2,13,0,0,0,0,0,0
41578889,,,,,8192,1,3,11,0,0,0,0,0,0
41578818,,,,,8192,1,3,12,0,0,0,0,0,0
41578752,,,,,3072,1,4,4,0,0,0,0,0,0
41578747,,,,,8192,1,1,12,0,0,0,0,0,0
41578682,,,,,128,1,0,2,0,0,0,0,0,0
41578661,,,,,2048,1,2,12,0,0,0,0,0,0
41578650,,,,,512,1,5,10,0,0,0,0,0,0
41578535,,,,,8192,1,3,16,0,0,0,0,0,0
41578493,,,,,2048,1,29,21,0,0,0,0,0,0
41578447,,,,,8192,1,3,13,0,0,0,0,0,0
41578439,,,,,4096,1,18,16,0,0,1,0,0,0
41578361,,,,,2048,1,4,9,0,0,0,0,0,0
41578342,,,,,16384,1,2,22,0,0,0,0,0,0
41578318,,,,,8192,1,3,24,0,0,1,0,0,0
41578301,,,,,8192,1,1,11,0,0,0,0,0,0
41578298,,,,,8192,1,5,14,0,0,0,0,0,0
41578263,,,,,8192,1,4,16,0,0,0,0,0,0
41578240,,,,,4096,1,1,13,0,0,0,0,0,0
41578182,,,,,8192,1,16,15,0,0,0,0,0,0
41578158,,,,,4096,1,6,8,0,0,0,0,0,0
41578113,,,,,4096,1,7,13,0,0,0,0,0,0
41578092,,,,,2048,1,2,9,0,0,0,0,0,0
41578070,,,,,512,1,3,9,0,0,0,0,0,0
41578023,,,,,8192,1,15,31,1,0,0,0,0,0
41578019,,,,,16384,1,4,13,0,0,1,0,0,0
41577990,,,,,2048,1,9,12,0,0,0,0,0,0
41577987,,,,,8192,1,1,18,0,0,0,0,0,0
41577975,,,,,8192,1,1,12,0,0,0,0,0,0
41577959,,,,,8192,1,5,28,1,0,0,0,0,0
41577857,,,,,16384,1,7,12,0,0,0,0,0,0
41577856,,,,,512,1,2,20,0,0,1,0,2,0
41577845,,,,,2048,1,2,15,0,0,0,0,0,0
41577783,,,,,1024,1,2,11,0,0,0,0,0,0
41577712,,,,,8192,1,3,20,0,0,0,0,0,0
41577710,,,,,8192,1,0,12,1,0,0,0,0,0
41577709,,,,,512,1,4,8,0,0,0,0,0,0
41577694,,,,,8192,1,3,11,0,0,0,0,0,0
41577692,,,,,8192,1,3,14,0,0,0,0,0,0
41577683,,,,,8192,1,1,10,0,0,0,0,0,0
41577664,,,,,4096,1,27,22,0,0,0,0,1,0
41577633,,,,,8192,1,5,9,0,0,0,0,0,0
41577617,,,,,8192,1,3,27,0,0,0,0,0,0
41577544,,,,,4096,1,11,9,0,0,0,0,0,0
41577521,,,,,2048,1,6,4,0,0,0,0,0,0
41577467,,,,,8192,1,6,14,0,0,0,0,0,0
41577466,,,,,8192,1,4,12,0,0,0,0,0,0
41577462,,,,,8192,1,3,10,0,0,1,0,0,0
41577455,,,,,2048,1,2,9,0,0,0,0,0,0
41577454,,,,,2048,1,12,15,0,0,0,0,0,0
41577450,,,,,1024,1,1,11,0,0,0,0,0,0
41577448,,,,,8192,1,2,10,0,0,0,0,0,0
41577418,,,,,2048,1,2,16,0,0,0,0,0,0
41577402,,,,,2048,1,2,6,0,0,0,0,0,0
41577400,,,,,4096,1,1,11,0,0,0,0,0,0
41577370,,,,,4096,1,3,20,0,0,0,0,0,0
41577342,,,,,512,1,3,20,0,0,0,0,0,0
41577338,,,,,4096,1,3,18,0,0,0,0,0,0
41577254,,,,,16384,1,4,24,0,0,0,0,0,0
41577205,,,,,16384,1,1,10,0,0,0,0,0,0
41577175,,,,,4096,1,7,14,0,0,0,0,0,0
41577166,,,,,8192,1,1,13,0,0,1,0,0,0
41577158,,,,,2048,1,0,12,0,0,0,0,0,0
41577157,,,,,8192,1,11,11,0,0,0,0,0,0
41577098,,,,,8192,1,3,25,0,0,0,0,0,0
41577070,,,,,512,1,3,15,0,0,0,0,0,0
41577034,,,,,8192,1,2,14,0,0,1,0,0,0
41576984,,,,,512,1,5,17,0,0,0,0,0,0
41576979,,,,,8192,1,7,11,0,0,0,0,0,0
41576851,,,,,8192,1,8,9,0,0,0,0,0,0
41576785,,,,,8192,1,5,13,0,0,1,0,1,0
41576760,,,,,2048,1,1,11,0,0,0,0,0,0
41576734,,,,,2048,1,4,6,0,0,0,0,0,0
41576655,,,,,4096,1,5,23,0,0,0,0,0,0
41576646,,,,,1024,1,2,19,0,0,0,0,0,0
41576586,,,,,2048,1,17,11,0,0,0,0,0,0
41576538,,,,,8192,1,2,18,0,0,0,0,0,0
41576531,,,,,512,1,4,13,0,0,0,0,0,0
41576501,,,,,16384,1,4,20,0,0,0,0,0,0
41576458,,,,,8192,1,6,10,0,0,1,1,0,0
41576427,,,,,8192,1,1,7,0,0,0,0,0,0
41576406,,,,,2048,1,6,14,0,0,0,0,0,0
41576389,,,,,8192,1,5,11,0,0,0,0,0,0
41576345,,,,,16384,1,0,11,0,0,0,0,0,0
41576341,,,,,16384,1,18,10,0,0,0,0,0,0
41576311,,,,,2048,1,4,17,0,0,0,0,0,0
41576256,,,,,3072,1,2,8,0,0,0,0,0,0
41576225,,,,,2048,1,2,13,0,0,0,0,0,0
41576116,,,,,4096,1,2,7,0,0,0,0,0,0
41576057,,,,,1024,1,9,10,0,0,0,0,0,0
41575987,,,,,4096,1,9,18,0,0,0,0,0,0
41575985,,,,,16384,1,2,10,0,0,0,0,0,0
41575971,,,,,8192,1,10,15,0,0,0,0,0,1
41575905,,,,,16384,1,8,13,0,0,0,0,0,0
41575829,,,,,1024,1,0,2,0,0,0,0,0,0
41575800,,,,,4096,1,3,14,0,0,0,0,0,0
41575748,,,,,1024,1,4,8,0,0,0,0,0,0
41575682,,,,,2048,1,1,26,0,0,0,0,0,0
41575678,,,,,4096,1,4,11,0,0,0,0,0,0
41575650,,,,,8192,1,3,9,0,0,0,0,0,0
41575642,,,,,4096,1,15,21,0,0,0,0,0,0
41575611,,,,,4096,1,13,12,0,0,0,0,0,0
41575566,,,,,2048,1,10,19,0,0,0,0,0,0
41575496,,,,,512,1,2,12,0,0,1,1,0,0
41575488,,,,,2048,1,5,15,0,0,0,0,0,0
41572485,,,,,4096,1,2,19,0,0,0,0,0,0
41572475,,,,,8192,1,2,16,0,0,0,0,0,0
41572402,,,,,2048,1,0,11,0,0,0,0,0,0
41572390,,,,,8192,1,4,13,0,0,0,0,0,0
41572306,,,,,4096,1,23,20,0,0,0,0,0,0
41572242,,,,,8192,1,20,9,0,0,0,0,0,0
41572220,,,,,1024,1,3,19,0,0,0,0,0,0
41572213,,,,,8192,1,2,10,0,0,0,0,0,0
41572181,,,,,4096,1,5,12,0,0,0,0,0,0
