code,next operator,reasons,استان,شهر,speed,churn,CSCalls,SalesCalls,namava,shoteltalk,casper,Android Security,VocNo,195No
41604418,,,,,8192,1,3,12,0,0,0,0,0,0
41604293,,,,,8192,1,2,9,0,0,0,0,0,0
41604186,,,,,512,1,1,11,0,0,0,0,0,0
41604159,,,,,8192,1,4,6,0,0,0,0,0,0
41604138,,,,,8192,1,0,13,0,0,0,0,0,0
41604092,,,,,8192,1,18,18,0,0,0,0,0,0
41603988,,,,,1024,1,21,21,0,0,0,0,1,0
41603896,,,,,16384,1,1,18,0,0,0,0,0,0
41603846,,,,,8192,1,3,18,0,0,0,0,0,0
41603821,,,,,16384,1,4,11,0,0,0,0,0,0
41603767,,,,,2048,1,13,14,0,0,0,0,0,0
41603732,,,,,1024,1,1,12,0,0,0,0,0,0
41603721,,,,,16384,1,4,15,0,0,0,0,0,0
41603675,,,,,1024,1,5,42,0,0,0,0,0,0
41603642,,,,,8192,1,5,14,0,0,0,0,0,0
41603581,,,,,16384,1,3,13,0,0,0,0,0,0
41603452,,,,,16384,1,3,13,0,0,0,0,0,0
41603268,,,,,1024,1,0,24,0,0,0,0,0,0
41603123,,,,,8192,1,3,18,0,0,1,0,0,0
41603095,,,,,4096,1,6,14,0,0,0,0,0,1
41602874,,,,,8192,1,1,18,0,0,0,0,0,0
41602781,,,,,8192,1,1,15,0,0,0,0,0,0
41601419,,,,,2048,1,2,10,0,0,0,0,0,0
41601401,,,,,8192,1,1,13,0,0,0,0,1,5
41601274,,,,,1024,1,3,8,0,0,0,0,0,0
41601151,,,,,2048,1,3,25,0,0,1,0,0,2
41600993,,,,,4096,1,15,24,0,0,0,0,0,0
41600905,,,,,512,1,2,7,0,0,0,0,0,0
41600848,,,,,4096,1,2,7,0,0,0,0,0,0
41600822,,,,,16384,1,10,13,0,0,0,0,0,0
41600783,,,,,2048,1,19,13,0,0,0,0,0,0
41600781,,,,,8192,1,7,18,0,0,0,0,0,0
41600451,,,,,8192,1,29,9,0,0,0,0,0,0
41600405,,,,,8192,1,14,9,0,0,0,0,1,0
41600186,,,,,2048,1,3,28,0,0,0,0,1,0
41600156,,,,,2048,1,3,16,0,0,0,0,0,0
41600026,,,,,4096,1,1,13,0,0,0,0,0,0
41599987,,,,,16384,1,1,13,0,0,0,0,0,0
41599980,,,,,8192,1,4,10,0,0,0,0,0,0
41599892,,,,,8192,1,3,7,0,0,0,0,0,0
41599701,,,,,8192,1,8,22,0,0,1,0,0,0
41599674,,,,,4096,1,6,14,0,0,0,0,0,0
41599652,,,,,4096,1,2,6,0,0,0,0,0,0
41599614,,,,,4096,1,1,16,0,0,0,0,0,0
41599579,,,,,1024,1,2,11,0,0,0,0,0,0
41599553,,,,,2048,1,1,15,0,0,0,0,0,0
41599438,,,,,16384,1,8,12,0,0,0,0,0,0
41599414,,,,,16384,1,25,34,0,0,0,0,0,0
41599247,,,,,8192,1,1,10,0,0,0,0,0,0
41599199,,,,,128,1,0,3,0,0,0,0,0,0
41599197,,,,,128,1,0,4,0,0,0,0,0,0
41599193,,,,,128,1,0,9,0,0,0,0,0,0
41599052,,,,,8192,1,2,18,0,0,0,0,0,0
41598805,,,,,2048,1,1,8,0,0,0,0,0,0
41598767,,,,,1024,1,0,13,0,0,0,0,0,0
41598758,,,,,8192,1,3,11,0,0,0,0,0,0
41598703,,,,,2048,1,0,18,0,0,0,0,0,0
41598637,,,,,8192,1,6,23,0,0,0,0,0,0
41598619,,,,,8192,1,6,9,0,0,0,0,0,0
41598593,,,,,8192,1,6,10,0,0,0,0,0,0
41598565,,,,,16384,1,3,17,0,0,0,0,0,0
41598561,,,,,1024,1,2,14,0,0,0,0,0,0
41598418,,,,,8192,1,4,14,0,0,0,0,0,0
41598398,,,,,2048,1,1,12,0,0,0,0,0,0
41598288,,,,,8192,1,20,13,0,0,0,0,0,0
41598171,,,,,1024,1,15,23,0,0,0,0,0,0
41598162,,,,,8192,1,1,17,0,0,0,0,0,0
41597989,,,,,1024,1,9,10,0,0,0,0,0,0
41597796,,,,,8192,1,8,16,0,0,0,1,0,0
41597661,,,,,2048,1,3,11,0,0,0,0,0,0
41597555,,,,,4096,1,1,13,0,0,0,0,0,0
41597526,,,,,8192,1,3,12,0,0,0,0,0,0
41597512,,,,,2048,1,4,10,0,0,0,0,0,0
41597368,,,,,8192,1,7,8,0,0,0,0,0,0
41597364,,,,,1024,1,3,10,0,0,0,0,0,0
41597349,,,,,8192,1,2,13,0,0,0,0,0,0
41597237,,,,,8192,1,0,15,0,0,0,0,0,0
41596962,,,,,16384,1,15,17,0,0,0,0,0,0
41596936,,,,,8192,1,49,18,0,0,0,0,0,0
41596774,,,,,8192,1,5,8,0,0,0,0,0,0
41596699,,,,,4096,1,22,16,0,0,0,0,0,0
41596630,,,,,8192,1,3,13,0,0,0,0,0,0
41596553,,,,,4096,1,5,11,1,0,0,0,0,0
41596494,,,,,16384,1,1,13,0,0,0,0,0,0
41596389,,,,,16384,1,7,10,1,0,0,0,0,0
41596277,,,,,8192,1,0,13,0,0,0,0,0,0
41596086,,,,,4096,1,2,17,0,0,0,0,0,0
41595950,,,,,8192,1,2,10,0,0,0,0,0,0
41595884,,,,,16384,1,16,13,0,0,0,0,0,0
41595815,,,,,8192,1,4,11,0,0,0,0,0,0
41595769,,,,,3072,1,0,12,0,0,0,0,0,0
41595702,,,,,2048,1,5,12,0,0,0,0,0,0
41595701,,,,,8192,1,7,18,0,0,0,0,0,0
41595640,,,,,8192,1,3,9,0,0,0,0,0,0
41595618,,,,,8192,1,1,9,0,0,0,0,0,0
41595576,,,,,8192,1,6,17,0,0,0,0,0,0
41595442,,,,,1024,1,2,14,0,0,0,0,0,0
41595407,,,,,2048,1,2,16,0,0,0,0,0,0
41595313,,,,,8192,1,7,16,0,0,0,0,0,0
41595311,,,,,1024,1,6,7,0,0,0,0,0,0
41595258,,,,,8192,1,1,15,0,0,0,0,0,0
41595245,,,,,4096,1,3,9,0,0,0,0,0,0
41594933,,,,,512,1,8,21,0,0,0,0,0,0
41594931,,,,,2048,1,3,10,0,0,0,0,0,0
41594868,,,,,16384,1,4,10,0,0,0,0,0,0
41594727,,,,,8192,1,6,12,0,0,0,0,0,0
41594423,,,,,8192,1,3,7,0,0,0,0,0,0
41594416,,,,,8192,1,2,13,0,0,0,0,0,0
41594406,,,,,4096,1,1,17,0,0,0,0,0,0
41594361,,,,,16384,1,2,15,0,0,0,0,0,0
41594129,,,,,2048,1,2,12,0,0,0,0,0,0
41594095,,,,,8192,1,8,17,0,0,0,0,0,0
41594016,,,,,4096,1,7,28,0,0,0,0,0,0
41594007,,,,,16384,1,1,10,0,0,0,0,0,0
41593952,,,,,8192,1,9,24,0,0,0,0,0,0
41593910,,,,,16384,1,6,7,0,0,0,0,0,0
41593884,,,,,8192,1,1,15,0,0,1,0,0,0
41593879,,,,,8192,1,1,24,0,0,0,0,0,0
41593773,,,,,4096,1,7,10,0,0,0,0,0,0
41593644,,,,,8192,1,2,23,0,0,0,0,0,0
41593620,,,,,4096,1,9,18,0,0,0,0,0,0
41593579,,,,,1024,1,7,22,0,0,0,0,0,0
41593562,,,,,1024,1,1,20,0,0,0,0,0,0
41593521,,,,,8192,1,5,15,0,0,0,0,0,0
41593419,,,,,8192,1,6,19,0,0,0,0,0,0
41593372,,,,,8192,1,0,16,0,0,0,0,0,0
41593337,,,,,4096,1,1,8,0,0,1,0,0,0
41593270,,,,,8192,1,14,10,0,0,0,0,1,0
41593189,,,,,2048,1,2,8,0,0,0,0,0,0
41593014,,,,,8192,1,11,28,0,0,0,0,0,0
41592992,,,,,8192,1,5,9,0,0,0,0,0,0
41592948,,,,,2048,1,14,28,0,0,0,0,0,0
41592832,,,,,1024,1,2,8,0,0,0,0,0,0
41592798,,,,,4096,1,1,10,0,0,0,0,0,0
41592710,,,,,16384,1,3,13,0,0,0,0,0,0
41592594,,,,,8192,1,18,10,0,0,0,0,0,0
41592443,,,,,16384,1,4,10,0,0,0,0,0,0
41592437,,,,,16384,1,9,24,0,0,0,0,0,0
41592397,,,,,2048,1,5,19,0,0,0,0,0,0
41592298,,,,,8192,1,10,9,0,0,0,0,0,0
41592111,,,,,16384,1,0,16,0,0,0,0,0,0
41592105,,,,,8192,1,37,12,0,0,0,0,0,0
41592095,,,,,4096,1,5,14,0,0,0,0,0,0
41592012,,,,,512,1,6,12,0,0,0,1,0,0
41591738,,,,,512,1,3,9,0,0,1,0,0,0
41591670,,,,,8192,1,2,13,0,0,0,0,0,0
41591603,,,,,16384,1,4,11,0,0,0,0,0,0
41591548,,,,,4096,1,2,22,0,0,0,0,0,0
41591539,,,,,2048,1,5,19,0,0,0,0,0,0
41591440,,,,,2048,1,1,13,0,0,0,0,0,0
41591353,,,,,8192,1,3,6,0,0,0,0,0,0
41591332,,,,,16384,1,4,10,0,0,0,0,0,0
41591315,,,,,8192,1,6,3,0,0,0,0,0,0
41591312,,,,,8192,1,5,18,0,0,0,0,0,0
41591307,,,,,512,1,3,9,0,0,1,1,0,0
41591302,,,,,8192,1,4,8,0,0,0,0,0,0
41591283,,,,,4096,1,5,11,0,0,0,0,0,0
41591105,,,,,8192,1,11,15,0,0,0,0,1,0
41591066,,,,,1024,1,31,39,0,0,0,0,0,2
41591059,,,,,8192,1,6,10,0,0,0,0,0,0
41591014,,,,,8192,1,7,12,0,0,0,0,0,0
41590898,,,,,8192,1,3,9,0,0,0,0,0,0
41590862,,,,,8192,1,4,6,0,0,0,0,0,0
41590797,,,,,2048,1,2,14,0,0,0,0,0,0
41590789,,,,,8192,1,3,32,0,0,0,0,0,0
41590697,,,,,4096,1,2,19,0,0,0,0,1,0
41590557,,,,,8192,1,8,9,0,0,0,0,0,0
41590539,,,,,512,1,2,19,0,0,0,0,0,0
41590515,,,,,8192,1,8,19,0,0,0,0,0,0
41590414,,,,,8192,1,3,22,0,0,0,0,0,0
41590382,,,,,8192,1,6,18,0,0,0,0,0,0
41590367,,,,,8192,1,7,17,0,0,0,0,0,0
41590345,,,,,2048,1,1,22,0,0,0,0,0,0
41590344,,,,,8192,1,8,13,0,0,0,0,0,0
41590303,,,,,1024,1,7,13,0,0,0,0,0,0
41590249,,,,,2048,1,2,10,0,0,0,0,0,0
41590109,,,,,4096,1,2,11,0,0,0,0,0,0
41590074,,,,,8192,1,2,23,0,0,0,0,0,0
41590015,,,,,2048,1,3,19,0,0,0,0,0,0
41589998,,,,,8192,1,5,6,0,0,1,0,0,0
41589992,,,,,16384,1,1,16,0,0,0,0,0,0
41589989,,,,,16384,1,9,11,0,0,0,0,0,0
41589846,,,,,512,1,2,18,0,0,0,0,0,0
41589835,,,,,4096,1,4,11,0,0,1,0,0,0
41589714,,,,,512,1,7,11,0,0,1,0,0,0
41589683,,,,,4096,1,2,6,0,0,0,0,0,0
41589651,,,,,4096,1,4,12,0,0,0,0,0,0
41589489,,,,,8192,1,1,9,0,0,0,0,0,0
41589460,,,,,1024,1,2,10,0,0,0,0,0,0
41589403,,,,,8192,1,4,5,0,0,0,0,0,0
41589392,,,,,4096,1,7,11,0,0,0,0,0,0
41589166,,,,,16384,1,3,15,0,0,0,0,0,0
41589149,,,,,8192,1,1,8,0,0,0,0,0,0
41589104,,,,,2048,1,1,15,0,0,0,0,0,0
41589030,,,,,2048,1,2,18,0,0,0,0,0,0
41589008,,,,,4096,1,4,13,0,0,0,0,0,0
41588937,,,,,2048,1,1,10,0,0,0,0,0,0
41588824,,,,,2048,1,2,7,0,0,0,0,0,0
41588810,,,,,8192,1,8,20,0,0,0,0,0,0
41588772,,,,,8192,1,7,13,0,0,0,0,0,0
41588742,,,,,4096,1,2,12,0,0,0,0,0,0
41588733,,,,,8192,1,1,11,0,0,0,0,0,0
41588731,,,,,2048,1,2,10,1,0,0,0,0,0
41588721,,,,,8192,1,2,22,0,0,0,0,0,0
41588655,,,,,8192,1,3,9,0,0,0,0,0,0
41588626,,,,,512,1,12,17,0,0,0,0,0,0
41588580,,,,,128,1,0,2,0,0,0,0,0,0
41588561,,,,,2048,1,17,11,0,0,0,0,0,0
41588557,,,,,8192,1,0,8,0,0,0,0,0,0
41588545,,,,,16384,1,5,14,0,0,0,0,0,0
41588525,,,,,1024,1,2,10,0,0,0,0,0,0
41588513,,,,,2048,1,4,11,0,0,1,0,0,0
41588480,,,,,16384,1,8,31,0,0,0,0,0,0
41588476,,,,,4096,1,2,10,0,0,1,0,0,0
41588416,,,,,512,1,2,21,0,0,0,0,0,0
41588407,,,,,4096,1,3,19,0,0,0,0,0,0
41588337,,,,,16384,1,7,11,0,0,0,0,0,0
41588325,,,,,8192,1,3,13,0,0,0,0,0,0
41588300,,,,,16384,1,5,8,1,0,0,0,0,0
41588266,,,,,8192,1,26,12,0,0,0,0,0,0
41588262,,,,,8192,1,1,10,0,0,0,0,0,0
41588214,,,,,8192,1,1,14,0,0,1,0,0,0
41588213,,,,,512,1,3,20,0,0,0,0,0,0
41588146,,,,,8192,1,2,20,0,0,0,0,0,0
41588139,,,,,16384,1,3,12,0,0,0,0,0,0
41588135,,,,,2048,1,10,18,0,0,0,0,0,0
41588111,,,,,512,1,7,13,0,0,1,0,0,0
41588102,,,,,8192,1,4,9,0,0,0,0,0,0
41588084,,,,,8192,1,4,13,0,0,0,0,0,0
41588023,,,,,8192,1,4,11,0,0,1,0,0,0
41588001,,,,,8192,1,19,21,0,0,0,0,0,0
41587940,,,,,8192,1,6,11,0,0,0,0,0,0
41587912,,,,,4096,1,6,11,0,0,0,0,1,0
41587907,,,,,8192,1,17,17,0,0,0,0,0,0
41587869,,,,,8192,1,6,11,0,0,0,0,0,0
41587866,,,,,512,1,10,11,0,0,1,0,0,0
41587844,,,,,8192,1,2,17,0,0,0,0,0,0
41587831,,,,,2048,1,5,11,0,0,0,0,1,0
41587830,,,,,4096,1,2,9,0,0,0,0,0,0
41587819,,,,,8192,1,1,11,0,0,0,0,0,0
41587790,,,,,8192,1,2,12,0,0,0,0,0,0
41587778,,,,,8192,1,5,10,0,0,0,0,0,0
41587691,,,,,512,1,2,26,0,0,0,0,0,0
41587666,,,,,128,1,0,2,0,0,0,0,0,0
41587658,,,,,2048,1,2,21,0,0,0,0,0,0
41587627,,,,,2048,1,9,6,0,0,0,0,0,0
41587601,,,,,4096,1,3,23,0,0,0,0,1,0
41587573,,,,,8192,1,1,8,0,0,0,0,0,0
41587511,,,,,4096,1,4,15,0,0,0,0,0,0
41587482,,,,,4096,1,2,26,0,0,0,0,0,0
41587435,,,,,8192,1,12,6,0,0,0,0,1,0
41587428,,,,,8192,1,6,15,0,0,0,0,0,0
41587376,,,,,2048,1,14,7,0,0,0,0,0,0
41587331,,,,,16384,1,2,7,0,0,0,0,0,0
41587293,,,,,512,1,6,41,0,0,0,0,0,0
41587256,,,,,8192,1,2,16,0,0,0,0,0,0
41587228,,,,,8192,1,5,10,0,0,0,0,0,0
41587221,,,,,2048,1,2,5,0,0,0,0,0,0
41587197,,,,,16384,1,2,16,0,0,0,0,0,0
41587176,,,,,2048,1,3,19,0,0,1,0,0,0
41587167,,,,,8192,1,25,12,1,0,0,0,0,0
41587157,,,,,8192,1,6,16,0,0,0,0,0,0
41587156,,,,,4096,1,1,12,0,0,0,0,0,0
41587149,,,,,16384,1,10,16,0,0,0,0,0,0
41587112,,,,,4096,1,1,13,0,0,0,0,0,0
41587066,,,,,8192,1,1,8,0,0,0,0,0,0
41587045,,,,,4096,1,3,6,0,0,0,0,0,0
41587035,,,,,2048,1,3,18,0,0,0,0,0,0
41587018,,,,,16384,1,2,20,1,0,0,0,0,0
41587009,,,,,8192,1,2,11,0,0,0,0,0,0
41587000,,,,,4096,1,9,20,0,0,0,0,0,0
41586983,,,,,512,1,1,9,0,0,0,0,0,0
41586968,,,,,3072,1,1,10,0,0,0,0,0,0
41586912,,,,,4096,1,2,20,1,0,0,0,0,0
41586881,,,,,8192,1,7,15,0,0,0,0,0,0
41586866,,,,,8192,1,5,17,0,0,0,0,1,0
41586828,,,,,16384,1,2,8,0,0,0,0,0,0
41586819,,,,,512,1,13,8,0,0,0,0,0,0
41586804,,,,,8192,1,2,10,0,0,0,0,0,0
41586678,,,,,512,1,2,14,0,0,0,0,0,0
41586618,,,,,8192,1,7,10,0,0,0,0,0,0
41586595,,,,,4096,1,0,16,0,0,0,0,0,0
41586587,,,,,16384,1,2,9,0,0,1,0,0,0
41586562,,,,,8192,1,1,11,0,0,0,0,0,0
41586544,,,,,8192,1,2,9,0,0,0,0,0,0
41586521,,,,,8192,1,5,15,0,0,0,0,0,0
41586422,,,,,8192,1,0,9,0,0,0,0,0,0
41586381,,,,,2048,1,0,15,0,0,0,0,0,0
41586349,,,,,8192,1,1,10,0,0,0,0,0,0
41586272,,,,,8192,1,3,15,0,0,1,0,0,0
41586237,,,,,512,1,2,7,0,0,0,0,0,0
41586225,,,,,8192,1,19,14,0,0,0,0,1,0
41586204,,,,,8192,1,9,13,0,0,0,0,0,0
41586198,,,,,8192,1,3,16,0,0,1,0,0,0
41586159,,,,,4096,1,14,11,0,0,0,0,0,0
41586119,,,,,8192,1,3,10,0,0,0,0,0,0
41586077,,,,,1024,1,15,12,0,0,0,0,0,0
41586025,,,,,8192,1,14,8,0,0,0,0,0,0
41586023,,,,,8192,1,1,9,0,0,0,0,0,0
41586017,,,,,8192,1,16,15,0,0,0,0,0,0
41585833,,,,,8192,1,2,11,0,0,1,1,0,0
41585816,,,,,8192,1,1,7,0,0,0,0,0,0
41585753,,,,,2048,1,3,10,0,0,0,0,0,0
41585746,,,,,8192,1,5,13,0,0,0,0,0,0
41585739,,,,,3072,1,4,8,0,0,0,0,0,0
41585685,,,,,2048,1,13,25,0,0,0,0,0,0
41585659,,,,,2048,1,4,23,0,0,0,0,0,0
41585639,,,,,8192,1,2,18,0,0,0,0,0,0
41585597,,,,,8192,1,5,12,0,0,0,0,0,0
41585469,,,,,8192,1,4,10,0,0,0,0,0,0
41585446,,,,,8192,1,5,9,0,0,0,0,0,0
41585440,,,,,8192,1,2,11,0,0,0,0,0,0
41585419,,,,,8192,1,1,10,0,0,0,0,0,0
41585369,,,,,16384,1,1,7,0,0,0,0,0,0
41585357,,,,,2048,1,3,10,0,0,0,0,0,0
41585261,,,,,2048,1,1,11,0,0,0,0,0,0
41585232,,,,,16384,1,2,13,0,0,0,0,0,0
41585196,,,,,8192,1,2,10,0,0,0,0,0,0
41584972,,,,,16384,1,10,25,0,0,0,0,0,0
41584936,,,,,8192,1,3,22,0,0,0,0,0,0
41584875,,,,,8192,1,7,20,0,0,0,0,0,0
41584794,,,,,8192,1,6,15,0,0,1,0,0,0
41584727,,,,,8192,1,6,13,0,0,0,0,0,0
41584691,,,,,4096,1,5,11,0,0,0,0,0,0
41584665,,,,,8192,1,4,9,0,0,0,0,0,0
41584664,,,,,2048,1,7,19,0,0,0,0,0,0
41584651,,,,,512,1,16,19,0,0,1,1,0,0
41584635,,,,,8192,1,1,9,0,0,0,0,0,0
41584628,,,,,2048,1,4,11,0,0,0,0,2,0
41584511,,,,,8192,1,5,13,0,0,0,0,0,0
41584467,,,,,8192,1,3,11,0,0,0,0,0,0
41584434,,,,,8192,1,4,8,0,0,0,0,0,0
41584339,,,,,16384,1,1,19,0,0,0,0,0,0
41584300,,,,,2048,1,3,8,0,0,0,0,0,0
41584216,,,,,2048,1,3,18,0,0,0,0,0,0
41584202,,,,,4096,1,8,4,0,0,0,0,0,0
41584069,,,,,8192,1,1,9,0,0,0,0,0,0
41584042,,,,,2048,1,1,11,0,0,0,0,0,0
41584038,,,,,8192,1,1,18,0,0,0,0,0,0
41584008,,,,,8192,1,3,12,0,0,0,0,0,0
41583988,,,,,16384,1,6,32,0,0,0,0,0,0
41583895,,,,,8192,1,5,13,0,0,0,0,0,0
41583890,,,,,512,1,1,24,0,0,0,0,0,0
41583811,,,,,2048,1,1,21,0,0,0,0,0,0
41583741,,,,,8192,1,5,14,0,0,0,0,0,0
41583694,,,,,8192,1,3,14,0,0,0,0,1,0
41583687,,,,,4096,1,2,17,0,0,0,0,0,0
41583669,,,,,16384,1,2,7,0,0,0,0,0,0
41583598,,,,,16384,1,8,5,0,0,0,0,0,0
41583595,,,,,2048,1,2,28,1,0,0,0,0,0
41583575,,,,,16384,1,4,9,0,0,0,0,0,0
41583567,,,,,16384,1,5,11,0,0,0,0,0,0
41583556,,,,,8192,1,1,6,0,0,0,0,0,0
41583550,,,,,16384,1,0,18,0,0,0,0,0,0
41583530,,,,,8192,1,13,43,0,0,0,0,0,0
41583506,,,,,8192,1,11,16,0,0,0,0,1,0
41583485,,,,,2048,1,1,22,1,0,0,0,0,0
41583461,,,,,8192,1,3,8,0,0,0,0,0,0
41583389,,,,,4096,1,13,18,0,0,0,0,0,0
41583358,,,,,3072,1,4,10,0,0,0,0,0,0
41583349,,,,,8192,1,5,9,0,0,0,0,2,0
41583257,,,,,4096,1,9,19,0,0,0,0,1,0
41583209,,,,,8192,1,5,19,0,0,0,0,0,0
41583127,,,,,8192,1,2,10,0,0,0,0,0,0
41583121,,,,,2048,1,2,20,0,0,0,0,0,0
41583097,,,,,2048,1,4,7,0,0,0,0,0,0
41583095,,,,,2048,1,7,33,0,0,0,0,1,0
41583068,,,,,4096,1,3,6,0,0,0,0,0,0
41583066,,,,,8192,1,9,11,0,0,0,0,0,0
41583052,,,,,8192,1,1,11,0,0,0,1,0,0
41583019,,,,,8192,1,17,10,0,0,0,0,0,0
41583017,,,,,8192,1,4,18,0,0,0,1,0,0
41582998,,,,,8192,1,5,16,0,0,0,0,0,0
41582997,,,,,2048,1,13,14,0,0,0,0,0,0
41582954,,,,,8192,1,10,21,0,0,0,0,0,0
41582897,,,,,8192,1,5,12,0,0,0,0,0,0
41582880,,,,,8192,1,4,23,0,0,0,0,0,0
41582841,,,,,8192,1,4,7,0,0,0,0,0,0
41582825,,,,,4096,1,1,17,0,0,0,0,0,0
41582817,,,,,512,1,10,16,0,0,0,0,0,0
41582808,,,,,4096,1,2,8,0,0,0,0,0,0
41582621,,,,,8192,1,2,18,0,0,0,0,0,0
41582601,,,,,2048,1,2,9,0,0,0,0,0,0
41582555,,,,,4096,1,5,20,0,0,0,0,0,0
41582470,,,,,8192,1,7,9,0,0,0,0,0,0
41582458,,,,,2048,1,2,15,0,0,0,0,0,0
41582456,,,,,8192,1,5,28,0,0,0,0,0,0
41582403,,,,,8192,1,4,8,0,0,1,1,0,0
41582317,,,,,1024,1,8,15,0,0,0,0,0,0
41582280,,,,,8192,1,2,13,0,0,1,0,0,0
41582276,,,,,8192,1,2,26,0,0,0,0,1,0
41582261,,,,,128,1,0,3,0,0,0,0,0,0
41582231,,,,,4096,1,8,7,0,0,0,0,0,0
41582201,,,,,16384,1,0,14,0,0,0,0,0,0
41582186,,,,,8192,1,16,3,0,0,0,0,0,0
41582156,,,,,4096,1,5,17,0,0,0,0,0,0
41582133,,,,,4096,1,15,6,0,0,0,0,0,0
41582127,,,,,8192,1,4,14,0,0,0,0,0,0
41582081,,,,,4096,1,5,8,0,0,0,0,0,0
41582071,,,,,4096,1,2,34,0,0,1,0,0,0
41582027,,,,,4096,1,1,18,0,0,0,0,0,0
41581970,,,,,8192,1,3,16,0,0,0,0,0,0
41581966,,,,,8192,1,3,10,0,0,0,0,0,0
41581929,,,,,4096,1,6,15,0,0,0,0,0,0
41581902,,,,,16384,1,2,17,0,0,0,0,0,0
41581856,,,,,16384,1,3,16,0,0,0,0,2,1
41581828,,,,,2048,1,2,35,0,0,0,0,0,0
41581753,,,,,1024,1,8,40,0,0,0,0,0,0
41581751,,,,,4096,1,2,18,0,0,0,0,0,0
41581737,,,,,8192,1,1,11,0,0,0,0,0,0
41581715,,,,,8192,1,1,11,0,0,0,0,0,0
41581688,,,,,8192,1,5,14,0,0,0,0,0,0
41581686,,,,,4096,1,3,5,0,0,0,0,0,0
41581616,,,,,8192,1,8,7,0,0,0,0,0,0
41581602,,,,,16384,1,4,25,0,0,0,0,0,0
41581584,,,,,16384,1,6,22,0,0,0,0,0,0
41581573,,,,,4096,1,3,7,0,0,0,0,0,0
41581533,,,,,8192,1,3,12,0,0,0,0,0,0
41581504,,,,,1024,1,3,9,0,0,0,0,0,0
41581482,,,,,8192,1,3,9,0,0,0,0,0,0
41581448,,,,,8192,1,3,15,0,0,0,0,0,0
41581411,,,,,8192,1,0,14,0,0,0,0,0,0
41581366,,,,,2048,1,0,7,0,0,0,0,0,0
41581312,,,,,4096,1,2,5,0,0,0,0,0,0
41581274,,,,,8192,1,1,19,0,0,0,0,1,0
41581246,,,,,8192,1,3,10,0,0,0,0,0,0
41581245,,,,,8192,1,3,20,0,0,1,0,0,0
41581176,,,,,8192,1,6,13,0,0,0,0,0,0
41581146,,,,,8192,1,4,18,0,0,0,0,0,0
41581039,,,,,2048,1,4,5,0,0,0,0,0,0
41580969,,,,,512,1,35,20,0,0,1,0,0,0
41580938,,,,,8192,1,4,9,0,0,0,0,0,0
41580912,,,,,8192,1,4,12,0,0,0,0,0,0
41580885,,,,,8192,1,2,11,0,0,1,0,0,0
41580810,,,,,4096,1,4,19,0,0,0,0,1,0
41580754,,,,,8192,1,4,14,0,0,0,0,0,0
41580730,,,,,8192,1,6,14,0,0,0,0,0,0
41580720,,,,,8192,1,21,9,0,0,0,0,0,0
41580677,,,,,2048,1,1,31,0,0,0,0,2,0
41580611,,,,,16384,1,8,11,0,0,0,0,0,0
41580535,,,,,512,1,8,23,0,0,0,0,0,0
41580454,,,,,16384,1,9,12,0,0,0,0,0,0
41580360,,,,,2048,1,4,15,0,0,1,0,0,0
41580342,,,,,8192,1,7,14,0,0,0,0,0,0
41580315,,,,,4096,1,32,24,0,0,0,0,0,0
41580303,,,,,2048,1,2,31,0,0,0,0,0,0
41580279,,,,,8192,1,5,11,0,0,1,0,0,0
41580264,,,,,8192,1,4,19,0,0,0,0,0,0
41580209,,,,,8192,1,5,21,0,0,0,0,0,0
41580198,,,,,2048,1,3,31,0,0,0,0,0,0
41580169,,,,,1024,1,1,9,0,0,0,0,0,0
41580122,,,,,4096,1,7,15,0,0,0,0,0,0
41580083,,,,,8192,1,12,16,0,0,0,0,0,0
41580070,,,,,8192,1,2,26,0,0,0,0,0,0
41580056,,,,,4096,1,6,15,0,0,0,0,0,0
41580020,,,,,8192,1,4,12,0,0,0,0,0,0
41580001,,,,,2048,1,1,11,0,0,0,0,0,0
41579980,,,,,8192,1,4,13,0,0,0,0,0,0
41579947,,,,,2048,1,3,9,1,0,0,0,0,0
41579903,,,,,8192,1,1,11,0,0,0,0,0,0
41579883,,,,,8192,1,12,11,0,0,1,0,0,0
41579844,,,,,2048,1,10,37,0,0,0,0,0,0
41579807,,,,,8192,1,3,20,0,0,0,0,0,1
41579768,,,,,4096,1,1,11,0,0,0,0,0,0
41579729,,,,,512,1,4,9,0,0,0,0,0,0
41579705,,,,,2048,1,6,14,0,0,0,0,0,0
41579682,,,,,512,1,8,32,0,0,0,0,1,0
41579644,,,,,8192,1,16,10,0,0,0,0,0,0
41579525,,,,,8192,1,10,20,0,0,1,0,0,0
41579506,,,,,4096,1,3,11,0,0,0,0,0,0
41579477,,,,,4096,1,2,13,0,0,0,0,0,0
41579473,,,,,2048,1,2,13,0,0,1,0,0,0
41579460,,,,,8192,1,0,13,0,0,0,0,0,0
41579400,,,,,8192,1,3,10,0,0,1,0,0,0
41579382,,,,,8192,1,6,15,0,0,0,0,0,0
41579359,,,,,4096,1,3,13,0,0,0,0,0,0
41579342,,,,,512,1,3,15,0,0,0,0,0,0
41579322,,,,,8192,1,2,15,0,0,1,0,0,0
41579306,,,,,8192,1,1,13,0,0,0,0,0,0
41579172,,,,,16384,1,2,15,0,0,0,0,0,0
41579135,,,,,8192,1,7,10,0,0,0,0,0,0
